filename,group
42391.npz,C 1 2 1 (No. 5)
42392.npz,P 1 21 1 (No. 4)
42393.npz,P 1 21 1 (No. 4)
42394.npz,P 1 21 1 (No. 4)
42395.npz,C 1 2 1 (No. 5)
42396.npz,C 1 2 1 (No. 5)
42397.npz,P 1 21 1 (No. 4)
42398.npz,P 1 21 1 (No. 4)
42399.npz,P 1 21 1 (No. 4)
42400.npz,C 1 2 1 (No. 5)
42401.npz,P 1 21 1 (No. 4)
42402.npz,P 1 21 1 (No. 4)
42403.npz,C 1 2 1 (No. 5)
42404.npz,P 1 21 1 (No. 4)
42405.npz,P 1 21 1 (No. 4)
42406.npz,C 1 2 1 (No. 5)
42407.npz,P 1 21 1 (No. 4)
42408.npz,P 1 21 1 (No. 4)
42409.npz,P 1 21 1 (No. 4)
42410.npz,P 1 21 1 (No. 4)
42411.npz,C 1 2 1 (No. 5)
42412.npz,P 1 21 1 (No. 4)
42413.npz,P 1 21 1 (No. 4)
42414.npz,P 1 21 1 (No. 4)
42415.npz,C 1 2 1 (No. 5)
42416.npz,C 1 2 1 (No. 5)
42417.npz,C 1 2 1 (No. 5)
42418.npz,P 1 21 1 (No. 4)
42419.npz,P 1 21 1 (No. 4)
42420.npz,P 1 21 1 (No. 4)
42421.npz,P 1 21 1 (No. 4)
42422.npz,P 1 21 1 (No. 4)
42423.npz,C 1 2 1 (No. 5)
42424.npz,P 1 21 1 (No. 4)
42425.npz,C 1 2 1 (No. 5)
42426.npz,C 1 2 1 (No. 5)
42427.npz,C 1 2 1 (No. 5)
42428.npz,C 1 2 1 (No. 5)
42429.npz,C 1 2 1 (No. 5)
42430.npz,C 1 2 1 (No. 5)
42431.npz,C 1 2 1 (No. 5)
42432.npz,P 1 21 1 (No. 4)
42433.npz,P 1 21 1 (No. 4)
42434.npz,C 1 2 1 (No. 5)
42435.npz,P 1 21 1 (No. 4)
42436.npz,C 1 2 1 (No. 5)
42437.npz,C 1 2 1 (No. 5)
42438.npz,P 1 21 1 (No. 4)
42439.npz,P 1 21 1 (No. 4)
42440.npz,P 1 21 1 (No. 4)
42441.npz,P 1 21 1 (No. 4)
42442.npz,C 1 2 1 (No. 5)
42443.npz,P 1 21 1 (No. 4)
42444.npz,C 1 2 1 (No. 5)
42445.npz,P 1 21 1 (No. 4)
42446.npz,P 1 21 1 (No. 4)
42447.npz,C 1 2 1 (No. 5)
42448.npz,P 1 21 1 (No. 4)
42449.npz,C 1 2 1 (No. 5)
42450.npz,P 1 21 1 (No. 4)
42451.npz,C 1 2 1 (No. 5)
42452.npz,P 1 21 1 (No. 4)
42453.npz,C 1 2 1 (No. 5)
42454.npz,C 1 2 1 (No. 5)
42455.npz,C 1 2 1 (No. 5)
42456.npz,C 1 2 1 (No. 5)
42457.npz,P 1 21 1 (No. 4)
42458.npz,C 1 2 1 (No. 5)
42459.npz,P 1 21 1 (No. 4)
42460.npz,P 1 21 1 (No. 4)
42461.npz,P 1 21 1 (No. 4)
42462.npz,P 1 21 1 (No. 4)
42463.npz,P 1 21 1 (No. 4)
42464.npz,P 1 21 1 (No. 4)
42465.npz,C 1 2 1 (No. 5)
42466.npz,C 1 2 1 (No. 5)
42467.npz,C 1 2 1 (No. 5)
42468.npz,P 1 21 1 (No. 4)
42469.npz,C 1 2 1 (No. 5)
42470.npz,C 1 2 1 (No. 5)
42471.npz,C 1 2 1 (No. 5)
42472.npz,C 1 2 1 (No. 5)
42473.npz,P 1 21 1 (No. 4)
42474.npz,C 1 2 1 (No. 5)
42475.npz,C 1 2 1 (No. 5)
42476.npz,C 1 2 1 (No. 5)
42477.npz,C 1 2 1 (No. 5)
42478.npz,C 1 2 1 (No. 5)
42479.npz,C 1 2 1 (No. 5)
42480.npz,C 1 2 1 (No. 5)
42481.npz,C 1 2 1 (No. 5)
42482.npz,C 1 2 1 (No. 5)
42483.npz,P 1 21 1 (No. 4)
42484.npz,C 1 2 1 (No. 5)
42485.npz,P 1 21 1 (No. 4)
42486.npz,C 1 2 1 (No. 5)
42487.npz,P 1 21 1 (No. 4)
42488.npz,P 1 21 1 (No. 4)
42489.npz,C 1 2 1 (No. 5)
42490.npz,C 1 2 1 (No. 5)
42491.npz,P 1 21 1 (No. 4)
42492.npz,P 1 21 1 (No. 4)
42493.npz,P 1 21 1 (No. 4)
42494.npz,P 1 21 1 (No. 4)
42495.npz,C 1 2 1 (No. 5)
42496.npz,C 1 2 1 (No. 5)
42497.npz,C 1 2 1 (No. 5)
42498.npz,P 1 21 1 (No. 4)
42499.npz,C 1 2 1 (No. 5)
42500.npz,P 1 21 1 (No. 4)
42501.npz,P 1 21 1 (No. 4)
42502.npz,P 1 21 1 (No. 4)
42503.npz,C 1 2 1 (No. 5)
42504.npz,P 1 21 1 (No. 4)
42505.npz,C 1 2 1 (No. 5)
42506.npz,C 1 2 1 (No. 5)
42507.npz,P 1 21 1 (No. 4)
42508.npz,P 1 21 1 (No. 4)
42509.npz,C 1 2 1 (No. 5)
42510.npz,C 1 2 1 (No. 5)
42511.npz,P 1 21 1 (No. 4)
42512.npz,P 1 21 1 (No. 4)
42513.npz,P 1 21 1 (No. 4)
42514.npz,C 1 2 1 (No. 5)
42515.npz,C 1 2 1 (No. 5)
42516.npz,P 1 21 1 (No. 4)
42517.npz,P 1 21 1 (No. 4)
42518.npz,P 1 21 1 (No. 4)
42519.npz,P 1 21 1 (No. 4)
42520.npz,P 1 21 1 (No. 4)
42521.npz,C 1 2 1 (No. 5)
42522.npz,P 1 21 1 (No. 4)
42523.npz,P 1 21 1 (No. 4)
42524.npz,P 1 21 1 (No. 4)
42525.npz,P 1 21 1 (No. 4)
42526.npz,C 1 2 1 (No. 5)
42527.npz,C 1 2 1 (No. 5)
42528.npz,P 1 21 1 (No. 4)
42529.npz,P 1 21 1 (No. 4)
42530.npz,C 1 2 1 (No. 5)
42531.npz,C 1 2 1 (No. 5)
42532.npz,P 1 21 1 (No. 4)
42533.npz,P 1 21 1 (No. 4)
42534.npz,C 1 2 1 (No. 5)
42535.npz,P 1 21 1 (No. 4)
42536.npz,P 1 21 1 (No. 4)
42537.npz,P 1 21 1 (No. 4)
42538.npz,P 1 21 1 (No. 4)
42539.npz,C 1 2 1 (No. 5)
42540.npz,C 1 2 1 (No. 5)
42541.npz,C 1 2 1 (No. 5)
42542.npz,P 1 21 1 (No. 4)
42543.npz,C 1 2 1 (No. 5)
42544.npz,P 1 21 1 (No. 4)
42545.npz,C 1 2 1 (No. 5)
42546.npz,C 1 2 1 (No. 5)
42547.npz,P 1 21 1 (No. 4)
42548.npz,C 1 2 1 (No. 5)
42549.npz,P 1 21 1 (No. 4)
42550.npz,P 1 21 1 (No. 4)
42551.npz,C 1 2 1 (No. 5)
42552.npz,C 1 2 1 (No. 5)
42553.npz,P 1 21 1 (No. 4)
42554.npz,P 1 21 1 (No. 4)
42555.npz,P 1 21 1 (No. 4)
42556.npz,P 1 21 1 (No. 4)
42557.npz,C 1 2 1 (No. 5)
42558.npz,P 1 21 1 (No. 4)
42559.npz,P 1 21 1 (No. 4)
42560.npz,C 1 2 1 (No. 5)
42561.npz,C 1 2 1 (No. 5)
42562.npz,P 1 21 1 (No. 4)
42563.npz,P 1 21 1 (No. 4)
42564.npz,P 1 21 1 (No. 4)
42565.npz,C 1 2 1 (No. 5)
42566.npz,P 1 21 1 (No. 4)
42567.npz,C 1 2 1 (No. 5)
42568.npz,P 1 21 1 (No. 4)
42569.npz,P 1 21 1 (No. 4)
42570.npz,C 1 2 1 (No. 5)
42571.npz,C 1 2 1 (No. 5)
42572.npz,P 1 21 1 (No. 4)
42573.npz,C 1 2 1 (No. 5)
42574.npz,C 1 2 1 (No. 5)
42575.npz,C 1 2 1 (No. 5)
42576.npz,C 1 2 1 (No. 5)
42577.npz,P 1 21 1 (No. 4)
42578.npz,P 1 21 1 (No. 4)
42579.npz,P 1 21 1 (No. 4)
42580.npz,P 1 21 1 (No. 4)
42581.npz,C 1 2 1 (No. 5)
42582.npz,C 1 2 1 (No. 5)
42583.npz,C 1 2 1 (No. 5)
42584.npz,C 1 2 1 (No. 5)
42585.npz,C 1 2 1 (No. 5)
42586.npz,P 1 21 1 (No. 4)
42587.npz,P 1 21 1 (No. 4)
42588.npz,C 1 2 1 (No. 5)
42589.npz,P 1 21 1 (No. 4)
42590.npz,P 1 21 1 (No. 4)
42591.npz,C 1 2 1 (No. 5)
42592.npz,P 1 21 1 (No. 4)
42593.npz,P 1 21 1 (No. 4)
42594.npz,P 1 21 1 (No. 4)
42595.npz,C 1 2 1 (No. 5)
42596.npz,C 1 2 1 (No. 5)
42597.npz,P 1 21 1 (No. 4)
42598.npz,P 1 21 1 (No. 4)
42599.npz,P 1 21 1 (No. 4)
42600.npz,C 1 2 1 (No. 5)
42601.npz,C 1 2 1 (No. 5)
42602.npz,C 1 2 1 (No. 5)
42603.npz,P 1 21 1 (No. 4)
42604.npz,P 1 21 1 (No. 4)
42605.npz,C 1 2 1 (No. 5)
42606.npz,P 1 21 1 (No. 4)
42607.npz,P 1 21 1 (No. 4)
42608.npz,C 1 2 1 (No. 5)
42609.npz,P 1 21 1 (No. 4)
42610.npz,P 1 21 1 (No. 4)
42611.npz,P 1 21 1 (No. 4)
42612.npz,P 1 21 1 (No. 4)
42613.npz,P 1 21 1 (No. 4)
42614.npz,C 1 2 1 (No. 5)
42615.npz,P 1 21 1 (No. 4)
42616.npz,P 1 21 1 (No. 4)
42617.npz,P 1 21 1 (No. 4)
42618.npz,P 1 21 1 (No. 4)
42619.npz,P 1 21 1 (No. 4)
42620.npz,P 1 21 1 (No. 4)
42621.npz,C 1 2 1 (No. 5)
42622.npz,C 1 2 1 (No. 5)
42623.npz,P 1 21 1 (No. 4)
42624.npz,P 1 21 1 (No. 4)
42625.npz,P 1 21 1 (No. 4)
42626.npz,P 1 21 1 (No. 4)
42627.npz,P 1 21 1 (No. 4)
42628.npz,P 1 21 1 (No. 4)
42629.npz,P 1 21 1 (No. 4)
42630.npz,P 1 21 1 (No. 4)
42631.npz,C 1 2 1 (No. 5)
42632.npz,P 1 21 1 (No. 4)
42633.npz,C 1 2 1 (No. 5)
42634.npz,C 1 2 1 (No. 5)
42635.npz,C 1 2 1 (No. 5)
42636.npz,P 1 21 1 (No. 4)
42637.npz,C 1 2 1 (No. 5)
42638.npz,C 1 2 1 (No. 5)
42639.npz,P 1 21 1 (No. 4)
42640.npz,C 1 2 1 (No. 5)
42641.npz,P 1 21 1 (No. 4)
42642.npz,P 1 21 1 (No. 4)
42643.npz,C 1 2 1 (No. 5)
42644.npz,P 1 21 1 (No. 4)
42645.npz,P 1 21 1 (No. 4)
42646.npz,P 1 21 1 (No. 4)
42647.npz,C 1 2 1 (No. 5)
42648.npz,C 1 2 1 (No. 5)
42649.npz,P 1 21 1 (No. 4)
42650.npz,P 1 21 1 (No. 4)
42651.npz,P 1 21 1 (No. 4)
42652.npz,C 1 2 1 (No. 5)
42653.npz,C 1 2 1 (No. 5)
42654.npz,C 1 2 1 (No. 5)
42655.npz,P 1 21 1 (No. 4)
42656.npz,P 1 21 1 (No. 4)
42657.npz,C 1 2 1 (No. 5)
42658.npz,P 1 21 1 (No. 4)
42659.npz,C 1 2 1 (No. 5)
42660.npz,P 1 21 1 (No. 4)
42661.npz,C 1 2 1 (No. 5)
42662.npz,P 1 21 1 (No. 4)
42663.npz,P 1 21 1 (No. 4)
42664.npz,C 1 2 1 (No. 5)
42665.npz,C 1 2 1 (No. 5)
42666.npz,C 1 2 1 (No. 5)
42667.npz,C 1 2 1 (No. 5)
42668.npz,C 1 2 1 (No. 5)
42669.npz,P 1 21 1 (No. 4)
42670.npz,P 1 21 1 (No. 4)
42671.npz,P 1 21 1 (No. 4)
42672.npz,C 1 2 1 (No. 5)
42673.npz,P 1 21 1 (No. 4)
42674.npz,P 1 21 1 (No. 4)
42675.npz,P 1 21 1 (No. 4)
42676.npz,P 1 21 1 (No. 4)
42677.npz,P 1 21 1 (No. 4)
42678.npz,C 1 2 1 (No. 5)
42679.npz,P 1 21 1 (No. 4)
42680.npz,P 1 21 1 (No. 4)
42681.npz,P 1 21 1 (No. 4)
42682.npz,P 1 21 1 (No. 4)
42683.npz,C 1 2 1 (No. 5)
42684.npz,C 1 2 1 (No. 5)
42685.npz,P 1 21 1 (No. 4)
42686.npz,C 1 2 1 (No. 5)
42687.npz,C 1 2 1 (No. 5)
42688.npz,P 1 21 1 (No. 4)
42689.npz,C 1 2 1 (No. 5)
42690.npz,P 1 21 1 (No. 4)
42691.npz,P 1 21 1 (No. 4)
42692.npz,P 1 21 1 (No. 4)
42693.npz,P 1 21 1 (No. 4)
42694.npz,P 1 21 1 (No. 4)
42695.npz,C 1 2 1 (No. 5)
42696.npz,P 1 21 1 (No. 4)
42697.npz,P 1 21 1 (No. 4)
42698.npz,P 1 21 1 (No. 4)
42699.npz,C 1 2 1 (No. 5)
42700.npz,C 1 2 1 (No. 5)
42701.npz,P 1 21 1 (No. 4)
42702.npz,P 1 21 1 (No. 4)
42703.npz,P 1 21 1 (No. 4)
42704.npz,C 1 2 1 (No. 5)
42705.npz,C 1 2 1 (No. 5)
42706.npz,P 1 21 1 (No. 4)
42707.npz,P 1 21 1 (No. 4)
42708.npz,C 1 2 1 (No. 5)
42709.npz,C 1 2 1 (No. 5)
42710.npz,C 1 2 1 (No. 5)
42711.npz,C 1 2 1 (No. 5)
42712.npz,P 1 21 1 (No. 4)
42713.npz,P 1 21 1 (No. 4)
42714.npz,P 1 21 1 (No. 4)
42715.npz,P 1 21 1 (No. 4)
42716.npz,P 1 21 1 (No. 4)
42717.npz,P 1 21 1 (No. 4)
42718.npz,C 1 2 1 (No. 5)
42719.npz,C 1 2 1 (No. 5)
42720.npz,P 1 21 1 (No. 4)
42721.npz,C 1 2 1 (No. 5)
42722.npz,P 1 21 1 (No. 4)
42723.npz,C 1 2 1 (No. 5)
42724.npz,C 1 2 1 (No. 5)
42725.npz,P 1 21 1 (No. 4)
42726.npz,C 1 2 1 (No. 5)
42727.npz,P 1 21 1 (No. 4)
42728.npz,C 1 2 1 (No. 5)
42729.npz,P 1 21 1 (No. 4)
42730.npz,P 1 21 1 (No. 4)
42731.npz,P 1 21 1 (No. 4)
42732.npz,C 1 2 1 (No. 5)
42733.npz,C 1 2 1 (No. 5)
42734.npz,C 1 2 1 (No. 5)
42735.npz,C 1 2 1 (No. 5)
42736.npz,P 1 21 1 (No. 4)
42737.npz,C 1 2 1 (No. 5)
42738.npz,C 1 2 1 (No. 5)
42739.npz,P 1 21 1 (No. 4)
42740.npz,P 1 21 1 (No. 4)
42741.npz,P 1 21 1 (No. 4)
42742.npz,C 1 2 1 (No. 5)
42743.npz,P 1 21 1 (No. 4)
42744.npz,P 1 21 1 (No. 4)
42745.npz,C 1 2 1 (No. 5)
42746.npz,C 1 2 1 (No. 5)
42747.npz,P 1 21 1 (No. 4)
42748.npz,P 1 21 1 (No. 4)
42749.npz,C 1 2 1 (No. 5)
42750.npz,P 1 21 1 (No. 4)
42751.npz,P 1 21 1 (No. 4)
42752.npz,C 1 2 1 (No. 5)
42753.npz,P 1 21 1 (No. 4)
42754.npz,P 1 21 1 (No. 4)
42755.npz,C 1 2 1 (No. 5)
42756.npz,P 1 21 1 (No. 4)
42757.npz,P 1 21 1 (No. 4)
42758.npz,P 1 21 1 (No. 4)
42759.npz,C 1 2 1 (No. 5)
42760.npz,P 1 21 1 (No. 4)
42761.npz,P 1 21 1 (No. 4)
42762.npz,P 1 21 1 (No. 4)
42763.npz,C 1 2 1 (No. 5)
42764.npz,C 1 2 1 (No. 5)
42765.npz,P 1 21 1 (No. 4)
42766.npz,P 1 21 1 (No. 4)
42767.npz,C 1 2 1 (No. 5)
42768.npz,C 1 2 1 (No. 5)
42769.npz,C 1 2 1 (No. 5)
42770.npz,P 1 21 1 (No. 4)
42771.npz,P 1 21 1 (No. 4)
42772.npz,C 1 2 1 (No. 5)
42773.npz,C 1 2 1 (No. 5)
42774.npz,C 1 2 1 (No. 5)
42775.npz,P 1 21 1 (No. 4)
42776.npz,P 1 21 1 (No. 4)
42777.npz,P 1 21 1 (No. 4)
42778.npz,P 1 21 1 (No. 4)
42779.npz,C 1 2 1 (No. 5)
42780.npz,C 1 2 1 (No. 5)
42781.npz,C 1 2 1 (No. 5)
42782.npz,C 1 2 1 (No. 5)
42783.npz,P 1 21 1 (No. 4)
42784.npz,P 1 21 1 (No. 4)
42785.npz,P 1 21 1 (No. 4)
42786.npz,C 1 2 1 (No. 5)
42787.npz,P 1 21 1 (No. 4)
42788.npz,P 1 21 1 (No. 4)
42789.npz,C 1 2 1 (No. 5)
42790.npz,P 1 21 1 (No. 4)
42791.npz,P 1 21 1 (No. 4)
42792.npz,C 1 2 1 (No. 5)
42793.npz,P 1 21 1 (No. 4)
42794.npz,C 1 2 1 (No. 5)
42795.npz,C 1 2 1 (No. 5)
42796.npz,C 1 2 1 (No. 5)
42797.npz,P 1 21 1 (No. 4)
42798.npz,C 1 2 1 (No. 5)
42799.npz,C 1 2 1 (No. 5)
42800.npz,P 1 21 1 (No. 4)
42801.npz,P 1 21 1 (No. 4)
42802.npz,C 1 2 1 (No. 5)
42803.npz,P 1 21 1 (No. 4)
42804.npz,C 1 2 1 (No. 5)
42805.npz,P 1 21 1 (No. 4)
42806.npz,P 1 21 1 (No. 4)
42807.npz,C 1 2 1 (No. 5)
42808.npz,P 1 21 1 (No. 4)
42809.npz,C 1 2 1 (No. 5)
42810.npz,P 1 21 1 (No. 4)
42811.npz,P 1 21 1 (No. 4)
42812.npz,C 1 2 1 (No. 5)
42813.npz,P 1 21 1 (No. 4)
42814.npz,C 1 2 1 (No. 5)
42815.npz,P 1 21 1 (No. 4)
42816.npz,C 1 2 1 (No. 5)
42817.npz,P 1 21 1 (No. 4)
42818.npz,C 1 2 1 (No. 5)
42819.npz,C 1 2 1 (No. 5)
42820.npz,P 1 21 1 (No. 4)
42821.npz,P 1 21 1 (No. 4)
42822.npz,P 1 21 1 (No. 4)
42823.npz,C 1 2 1 (No. 5)
42824.npz,P 1 21 1 (No. 4)
42825.npz,C 1 2 1 (No. 5)
42826.npz,P 1 21 1 (No. 4)
42827.npz,C 1 2 1 (No. 5)
42828.npz,C 1 2 1 (No. 5)
42829.npz,C 1 2 1 (No. 5)
42830.npz,P 1 21 1 (No. 4)
42831.npz,C 1 2 1 (No. 5)
42832.npz,C 1 2 1 (No. 5)
42833.npz,C 1 2 1 (No. 5)
42834.npz,P 1 21 1 (No. 4)
42835.npz,P 1 21 1 (No. 4)
42836.npz,C 1 2 1 (No. 5)
42837.npz,C 1 2 1 (No. 5)
42838.npz,C 1 2 1 (No. 5)
42839.npz,P 1 21 1 (No. 4)
42840.npz,P 1 21 1 (No. 4)
42841.npz,P 1 21 1 (No. 4)
42842.npz,P 1 21 1 (No. 4)
42843.npz,C 1 2 1 (No. 5)
42844.npz,C 1 2 1 (No. 5)
42845.npz,P 1 21 1 (No. 4)
42846.npz,C 1 2 1 (No. 5)
42847.npz,C 1 2 1 (No. 5)
42848.npz,P 1 21 1 (No. 4)
42849.npz,C 1 2 1 (No. 5)
42850.npz,C 1 2 1 (No. 5)
42851.npz,P 1 21 1 (No. 4)
42852.npz,C 1 2 1 (No. 5)
42853.npz,P 1 21 1 (No. 4)
42854.npz,C 1 2 1 (No. 5)
42855.npz,P 1 21 1 (No. 4)
42856.npz,C 1 2 1 (No. 5)
42857.npz,C 1 2 1 (No. 5)
42858.npz,P 1 21 1 (No. 4)
42859.npz,P 1 21 1 (No. 4)
42860.npz,P 1 21 1 (No. 4)
42861.npz,C 1 2 1 (No. 5)
42862.npz,P 1 21 1 (No. 4)
42863.npz,C 1 2 1 (No. 5)
42864.npz,C 1 2 1 (No. 5)
42865.npz,P 1 21 1 (No. 4)
42866.npz,C 1 2 1 (No. 5)
42867.npz,P 1 21 1 (No. 4)
42868.npz,C 1 2 1 (No. 5)
42869.npz,C 1 2 1 (No. 5)
42870.npz,P 1 21 1 (No. 4)
42871.npz,C 1 2 1 (No. 5)
42872.npz,P 1 21 1 (No. 4)
42873.npz,P 1 21 1 (No. 4)
42874.npz,C 1 2 1 (No. 5)
42875.npz,P 1 21 1 (No. 4)
42876.npz,C 1 2 1 (No. 5)
42877.npz,C 1 2 1 (No. 5)
42878.npz,P 1 21 1 (No. 4)
42879.npz,P 1 21 1 (No. 4)
42880.npz,P 1 21 1 (No. 4)
42881.npz,P 1 21 1 (No. 4)
42882.npz,P 1 21 1 (No. 4)
42883.npz,P 1 21 1 (No. 4)
42884.npz,C 1 2 1 (No. 5)
42885.npz,P 1 21 1 (No. 4)
42886.npz,P 1 21 1 (No. 4)
42887.npz,P 1 21 1 (No. 4)
42888.npz,C 1 2 1 (No. 5)
42889.npz,P 1 21 1 (No. 4)
42890.npz,C 1 2 1 (No. 5)
42891.npz,C 1 2 1 (No. 5)
42892.npz,P 1 21 1 (No. 4)
42893.npz,P 1 21 1 (No. 4)
42894.npz,C 1 2 1 (No. 5)
42895.npz,C 1 2 1 (No. 5)
42896.npz,P 1 21 1 (No. 4)
42897.npz,P 1 21 1 (No. 4)
42898.npz,C 1 2 1 (No. 5)
42899.npz,C 1 2 1 (No. 5)
42900.npz,C 1 2 1 (No. 5)
42901.npz,C 1 2 1 (No. 5)
42902.npz,C 1 2 1 (No. 5)
42903.npz,C 1 2 1 (No. 5)
42904.npz,P 1 21 1 (No. 4)
42905.npz,C 1 2 1 (No. 5)
42906.npz,C 1 2 1 (No. 5)
42907.npz,C 1 2 1 (No. 5)
42908.npz,C 1 2 1 (No. 5)
42909.npz,P 1 21 1 (No. 4)
42910.npz,C 1 2 1 (No. 5)
42911.npz,P 1 21 1 (No. 4)
42912.npz,P 1 21 1 (No. 4)
42913.npz,P 1 21 1 (No. 4)
42914.npz,P 1 21 1 (No. 4)
42915.npz,P 1 21 1 (No. 4)
42916.npz,P 1 21 1 (No. 4)
42917.npz,C 1 2 1 (No. 5)
42918.npz,C 1 2 1 (No. 5)
42919.npz,P 1 21 1 (No. 4)
42920.npz,C 1 2 1 (No. 5)
42921.npz,P 1 21 1 (No. 4)
42922.npz,C 1 2 1 (No. 5)
42923.npz,P 1 21 1 (No. 4)
42924.npz,P 1 21 1 (No. 4)
42925.npz,C 1 2 1 (No. 5)
42926.npz,P 1 21 1 (No. 4)
42927.npz,P 1 21 1 (No. 4)
42928.npz,P 1 21 1 (No. 4)
42929.npz,C 1 2 1 (No. 5)
42930.npz,C 1 2 1 (No. 5)
42931.npz,P 1 21 1 (No. 4)
42932.npz,P 1 21 1 (No. 4)
42933.npz,P 1 21 1 (No. 4)
42934.npz,C 1 2 1 (No. 5)
42935.npz,P 1 21 1 (No. 4)
42936.npz,P 1 21 1 (No. 4)
42937.npz,P 1 21 1 (No. 4)
42938.npz,P 1 21 1 (No. 4)
42939.npz,C 1 2 1 (No. 5)
42940.npz,C 1 2 1 (No. 5)
42941.npz,C 1 2 1 (No. 5)
42942.npz,C 1 2 1 (No. 5)
42943.npz,P 1 21 1 (No. 4)
42944.npz,P 1 21 1 (No. 4)
42945.npz,P 1 21 1 (No. 4)
42946.npz,P 1 21 1 (No. 4)
42947.npz,C 1 2 1 (No. 5)
42948.npz,C 1 2 1 (No. 5)
42949.npz,C 1 2 1 (No. 5)
42950.npz,P 1 21 1 (No. 4)
42951.npz,C 1 2 1 (No. 5)
42952.npz,C 1 2 1 (No. 5)
42953.npz,P 1 21 1 (No. 4)
42954.npz,C 1 2 1 (No. 5)
42955.npz,P 1 21 1 (No. 4)
42956.npz,C 1 2 1 (No. 5)
42957.npz,C 1 2 1 (No. 5)
42958.npz,P 1 21 1 (No. 4)
42959.npz,P 1 21 1 (No. 4)
42960.npz,C 1 2 1 (No. 5)
42961.npz,P 1 21 1 (No. 4)
42962.npz,P 1 21 1 (No. 4)
42963.npz,C 1 2 1 (No. 5)
42964.npz,P 1 21 1 (No. 4)
42965.npz,C 1 2 1 (No. 5)
42966.npz,C 1 2 1 (No. 5)
42967.npz,C 1 2 1 (No. 5)
42968.npz,P 1 21 1 (No. 4)
42969.npz,C 1 2 1 (No. 5)
42970.npz,P 1 21 1 (No. 4)
42971.npz,C 1 2 1 (No. 5)
42972.npz,C 1 2 1 (No. 5)
42973.npz,P 1 21 1 (No. 4)
42974.npz,P 1 21 1 (No. 4)
42975.npz,P 1 21 1 (No. 4)
42976.npz,C 1 2 1 (No. 5)
42977.npz,C 1 2 1 (No. 5)
42978.npz,P 1 21 1 (No. 4)
42979.npz,C 1 2 1 (No. 5)
42980.npz,P 1 21 1 (No. 4)
42981.npz,C 1 2 1 (No. 5)
42982.npz,C 1 2 1 (No. 5)
42983.npz,P 1 21 1 (No. 4)
42984.npz,P 1 21 1 (No. 4)
42985.npz,C 1 2 1 (No. 5)
42986.npz,C 1 2 1 (No. 5)
42987.npz,P 1 21 1 (No. 4)
42988.npz,P 1 21 1 (No. 4)
42989.npz,P 1 21 1 (No. 4)
42990.npz,P 1 21 1 (No. 4)
42991.npz,C 1 2 1 (No. 5)
42992.npz,C 1 2 1 (No. 5)
42993.npz,P 1 21 1 (No. 4)
42994.npz,C 1 2 1 (No. 5)
42995.npz,P 1 21 1 (No. 4)
42996.npz,P 1 21 1 (No. 4)
42997.npz,C 1 2 1 (No. 5)
42998.npz,C 1 2 1 (No. 5)
42999.npz,P 1 21 1 (No. 4)
43000.npz,C 1 2 1 (No. 5)
43001.npz,C 1 2 1 (No. 5)
43002.npz,P 1 21 1 (No. 4)
43003.npz,P 1 21 1 (No. 4)
43004.npz,P 1 21 1 (No. 4)
43005.npz,P 1 21 1 (No. 4)
43006.npz,P 1 21 1 (No. 4)
43007.npz,C 1 2 1 (No. 5)
43008.npz,P 1 21 1 (No. 4)
43009.npz,C 1 2 1 (No. 5)
43010.npz,C 1 2 1 (No. 5)
43011.npz,P 1 21 1 (No. 4)
43012.npz,C 1 2 1 (No. 5)
43013.npz,P 1 21 1 (No. 4)
43014.npz,C 1 2 1 (No. 5)
43015.npz,P 1 21 1 (No. 4)
43016.npz,C 1 2 1 (No. 5)
43017.npz,P 1 21 1 (No. 4)
43018.npz,C 1 2 1 (No. 5)
43019.npz,C 1 2 1 (No. 5)
43020.npz,P 1 21 1 (No. 4)
43021.npz,P 1 21 1 (No. 4)
43022.npz,C 1 2 1 (No. 5)
43023.npz,P 1 21 1 (No. 4)
43024.npz,P 1 21 1 (No. 4)
43025.npz,C 1 2 1 (No. 5)
43026.npz,C 1 2 1 (No. 5)
43027.npz,P 1 21 1 (No. 4)
43028.npz,C 1 2 1 (No. 5)
43029.npz,P 1 21 1 (No. 4)
43030.npz,C 1 2 1 (No. 5)
43031.npz,C 1 2 1 (No. 5)
43032.npz,P 1 21 1 (No. 4)
43033.npz,C 1 2 1 (No. 5)
43034.npz,P 1 21 1 (No. 4)
43035.npz,P 1 21 1 (No. 4)
43036.npz,C 1 2 1 (No. 5)
43037.npz,P 1 21 1 (No. 4)
43038.npz,C 1 2 1 (No. 5)
43039.npz,P 1 21 1 (No. 4)
43040.npz,C 1 2 1 (No. 5)
43041.npz,C 1 2 1 (No. 5)
43042.npz,C 1 2 1 (No. 5)
43043.npz,C 1 2 1 (No. 5)
43044.npz,C 1 2 1 (No. 5)
43045.npz,P 1 21 1 (No. 4)
43046.npz,C 1 2 1 (No. 5)
43047.npz,C 1 2 1 (No. 5)
43048.npz,P 1 21 1 (No. 4)
43049.npz,C 1 2 1 (No. 5)
43050.npz,P 1 21 1 (No. 4)
43051.npz,C 1 2 1 (No. 5)
43052.npz,P 1 21 1 (No. 4)
43053.npz,C 1 2 1 (No. 5)
43054.npz,C 1 2 1 (No. 5)
43055.npz,C 1 2 1 (No. 5)
43056.npz,C 1 2 1 (No. 5)
